Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps
SAN JUAN,Sarmiento,Villa Media Agua,70105100,,,,,,,,,,,,,,20,,,26,,3,118,,2,,13,,12,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Ullum,Villa Ibáñez,70112010,,,,,,,,84,,,72,,,45,,,,,,182,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Valle Fértil,Astica,70119010,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Valle Fértil,OTROS,Sin Datos,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Valle Fértil,Villa San Agustín,70119060,,,,3,,,,1,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Zonda,Villa Basilio Nievas,70133010,,,,,,,,78,,,89,,,57,,,,,,114,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Candelaria,74007010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,La Majada,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Leandro N. Alem,74007030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Lomas Blancas,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Luján,74007040,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,OTROS,Sin Datos,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Pampa Grande,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Quines,74007050,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,Río Juan Gómez,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,74007070,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Ayacucho,San Miguel,Sin Datos,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Belgrano,La Calera,74014010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Belgrano,Los Molles,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Belgrano,Nogolí,74014020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Belgrano,San Pedro,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Belgrano,Villa de la Quebrada,74014030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Belgrano,Villa General Roca,74014040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Concarán,74028010,,,,2,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Cortaderas,74028020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,El Algarrobal,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Naschel,74028030,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Papagayos,74028040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Renca,74028050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,San Pablo,74028060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Tilisarao,74028070,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Villa del Carmen,74028080,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Chacabuco,Villa Larca,74028090,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,Carolina,74021010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,El Durazno,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,El Trapiche,74021020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,Fraga,74021030,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,La Bajada,74021040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,La Florida,74021050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,La Toma,74021060,,,,,,,,,,,100,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,OTROS,Sin Datos,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,Río Grande,74021080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Coronel Pringles,Saladillo,74021090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,Juan Jorba,74035010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,Juan Llerena,74035020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,Justo Daract,74035030,,,,,,,1,,,,,,,144,,7,,,,510,,,,22,,,,,,,152,,,,,,,,,,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,La Angelina,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,La Punilla,74035040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,Lavaisse,74035050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,San José del Morro,74035060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,General Pedernera,Villa Mercedes,74035070,14400,,,,,,64,1,,,,,,19,,643,,,109,1279,,127,,801,1544,6,,7860,,,702,,,,,92,,,,,10562,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
SAN LUIS,General Pedernera,Villa Salles,74035090,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Arizona,74042020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Bagual,74042030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Batavia,74042040,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,,,,1,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Navia,74042120,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Gobernador Dupuy,Unión,74042140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Carpinteria,74049010,,,,,,,,23,,,26,,,47,,,7,,,1,,,,,,,,,,,,,,,,,,,,,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Cerro de Oro,74049020,,,,,,,,1,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Lafinur,74049030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Los Cajones,74049040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Los Molles,74049050,,,,,,,,3,,,1,,,,,,1,,,40,,,,1,,,,,,,,,,,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Merlo,74049060,,,,,,,,250,,,537,,,751,,,302,,,114,,,,145,,,,,,,,,,,,,,,,,5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,,,,,,,,142,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Talita,74049080,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Alto Pelado,74056010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Alto Pencoso,74056020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Balde,74056030,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Beazley,74056040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Boca Del Tigre,Sin Datos,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Cazador,74056050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Chosmes,74056060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Desaguadero,74056070,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,El Volcán,74056080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Jarilla,74056090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Juana Koslay,74056100,,,,,,,4,,,,,,,,,99,,,,,,,,139,,,,,,,193,,,,,,,,,,3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,La Punta,74056105,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Las Barrancas,Sin Datos,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Potrero de los Funes,74056120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Salinas del Bebedero,74056130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,San Jerónimo,74056140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,San Luis,74056150,1,,,4,1,,153,,,,,,,,,1084,,,1,,,,,1036,,6,,,,,802,,,,,,,,,,18720,,,,,3,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Varela,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Zanjitas,74056160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,El Puesto,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,La Ramada,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Otros,OTROS,Sin Datos,14182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,,,,,1,,3,,,,1,,,1,,56,,,,,,,,223,,,,703,,,349,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,1,,,,1,,12,,,,1,,,,,45,,,,,,,,119,,,,360,,,574,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Caleta Olivia,78014010,324,,,4,1,,,6307,,,1192,,,919,,,,,,34,,,,,,721,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Cañadón Seco,78014020,31,,,1,,,,26,,,35,,,28,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Jaramillo,78014040,2,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Las Heras,78014060,,,,,1,,,23,,,417,,,82,,,355,,,1094,,,,,,1059,,2,,,206,,,,,,,,,,,,,,,170,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,5
SANTA CRUZ,Deseado,Pico Truncado,78014070,1,,,,4,,,187,,,687,,,41,,,607,,,1066,,,,,,895,,,,,399,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Puerto Deseado,78014080,11,,,,1,,23,,,,1,,,,,198,,,,,,,,626,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Tellier,78014090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,,,,,1,,,10,,,1,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,1,3,,7,6,,217,,,,1,,,4,,1797,,,12,37,,21,,1006,18,277,,3529,,,1674,,,940,,103,,,,450,1865,,,,,91,,,,427,,,,25,,,,,1841,,,,,,,,,,,104,,,,,,,,,105
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,,,,,1,,5,,,,1,,,,,5,,,,,,,,31,,,,,,,220,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Argentino,El Calafate,78028010,4,,,2,1,,,38,,,1,,,1430,,,,,1707,3,,,,8,,3388,,,,,160,,,,,97,,,,,,,,,,7,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,2,,,1,,,,,,,,,,365,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,4,,,1,1,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,4,,,2,2,,15,,,,1,,,,,129,,,,,,,,409,,,,1973,,,330,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
