Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
SAN LUIS,Chacabuco,Papagayos,74028040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,51,51,
SAN LUIS,Chacabuco,Renca,74028050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,113,113,
SAN LUIS,Chacabuco,San Pablo,74028060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,75,75,
SAN LUIS,Chacabuco,Tilisarao,74028070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.582,1.582,
SAN LUIS,Chacabuco,Villa del Carmen,74028080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,325,325,
SAN LUIS,Chacabuco,Villa Larca,74028090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,512,512,
SAN LUIS,Chacabuco,El Algarrobal,Sin datos,- 0,- 0,- 0,3,- 0,- 0,- 0,- 0,3,
SAN LUIS,Coronel Pringles,Carolina,74021010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,208,208,
SAN LUIS,Coronel Pringles,El Trapiche,74021020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.067,1.067,
SAN LUIS,Coronel Pringles,Fraga,74021030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,470,470,
SAN LUIS,Coronel Pringles,La Bajada,74021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,53,53,
SAN LUIS,Coronel Pringles,La Florida,74021050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,278,278,
SAN LUIS,Coronel Pringles,La Toma,74021060,100,- 0,- 0,- 0,- 0,- 0,- 0,2.182,2.282,
SAN LUIS,Coronel Pringles,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,27,- 0,- 0,27,
SAN LUIS,Coronel Pringles,Río Grande,74021080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,178,178,
SAN LUIS,Coronel Pringles,Saladillo,74021090,- 0,- 0,- 0,1,- 0,- 0,- 0,149,150,
SAN LUIS,Coronel Pringles,El Durazno,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78,
SAN LUIS,General Pedernera,Juan Jorba,74035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,101,101,
SAN LUIS,General Pedernera,Juan Llerena,74035020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,105,105,
SAN LUIS,General Pedernera,Justo Daract,74035030,181,- 0,4,- 0,- 0,- 0,- 0,1.773,1.958,
SAN LUIS,General Pedernera,La Punilla,74035040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,129,129,
SAN LUIS,General Pedernera,Lavaisse,74035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,45,45,
SAN LUIS,General Pedernera,San José del Morro,74035060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,143,143,
SAN LUIS,General Pedernera,Villa Mercedes,74035070,2.185,11.032,86,3,14.401,- 0,- 0,10.560,38.267,
SAN LUIS,General Pedernera,Villa Salles,74035090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,23,23,
SAN LUIS,General Pedernera,La Angelina,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,21,21,
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,- 0,- 0,1,- 0,- 0,- 0,- 0,228,229,
SAN LUIS,Gobernador Dupuy,Arizona,74042020,- 0,- 0,3,- 0,- 0,- 0,- 0,225,228,
SAN LUIS,Gobernador Dupuy,Bagual,74042030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,55,55,
SAN LUIS,Gobernador Dupuy,Batavia,74042040,- 0,- 0,- 0,- 0,- 0,2,- 0,159,161,
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,- 0,- 0,1,- 0,- 0,1,- 0,938,940,
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,- 0,- 0,- 0,- 0,- 0,1,- 0,139,140,
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,- 0,- 0,1,- 0,- 0,1,- 0,266,268,
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,- 0,- 0,- 0,- 0,- 0,2,- 0,34,36,
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,24,24,
SAN LUIS,Gobernador Dupuy,Navia,74042120,- 0,- 0,- 0,- 0,- 0,2,- 0,84,86,
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,552,552,
SAN LUIS,Gobernador Dupuy,Unión,74042140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,776,776,
SAN LUIS,Junín,Carpinteria,74049010,96,7,- 0,- 0,- 0,- 0,- 0,884,987,
SAN LUIS,Junín,Cerro de Oro,74049020,- 0,- 0,- 0,1,- 0,- 0,- 0,253,254,
SAN LUIS,Junín,Lafinur,74049030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
SAN LUIS,Junín,Los Cajones,74049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,164,164,
SAN LUIS,Junín,Los Molles,74049050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,524,524,
SAN LUIS,Junín,Merlo,74049060,1.811,256,- 0,2,- 0,- 0,- 0,5.061,7.130,
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,142,- 0,- 0,- 0,- 0,- 0,- 0,1.885,2.027,
SAN LUIS,Junín,Talita,74049080,- 0,- 0,- 0,- 0,- 0,2,- 0,88,90,
SAN LUIS,La Capital,Alto Pelado,74056010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,58,58,
SAN LUIS,La Capital,Alto Pencoso,74056020,- 0,- 0,- 0,1,- 0,- 0,- 0,77,78,
SAN LUIS,La Capital,Balde,74056030,- 0,- 0,- 0,1,- 0,5,- 0,160,166,
SAN LUIS,La Capital,Beazley,74056040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,197,197,
SAN LUIS,La Capital,Cazador,74056050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40,
SAN LUIS,La Capital,Chosmes,74056060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
SAN LUIS,La Capital,Desaguadero,74056070,- 0,- 0,- 0,1,- 0,- 0,- 0,76,77,
SAN LUIS,La Capital,El Volcán,74056080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.156,1.156,
SAN LUIS,La Capital,Jarilla,74056090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
SAN LUIS,La Capital,Juana Koslay,74056100,432,- 0,2,- 0,- 0,- 0,- 0,3.189,3.623,
SAN LUIS,La Capital,Potrero de los Funes,74056120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3.842,3.842,
SAN LUIS,La Capital,Salinas del Bebedero,74056130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
SAN LUIS,La Capital,San Jerónimo,74056140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,182,182,
SAN LUIS,La Capital,San Luis,74056150,3.039,1,86,4,1,2,- 0,18.725,21.858,
SAN LUIS,La Capital,Zanjitas,74056160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,85,85,
SAN LUIS,La Capital,La Punta,74056105,- 0,- 0,- 0,7,- 0,- 0,- 0,- 0,7,
SAN LUIS,La Capital,Las Barrancas,Sin datos,- 0,- 0,- 0,- 0,- 0,1,- 0,25,26,
SAN LUIS,La Capital,Varela,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
SAN LUIS,La Capital,Boca Del Tigre,Sin datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SAN LUIS,Libertador Grl. San Martín,La Ramada,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,- 0,- 0,- 0,- 0,- 0,2,- 0,56,58,
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61,
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,- 0,- 0,- 0,- 0,- 0,5,- 0,59,64,
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,51,51,
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,179,179,
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,58,58,
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,1,- 0,1,- 0,- 0,- 0,- 0,304,306,
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,- 0,- 0,- 0,- 0,- 0,1,- 0,200,201,
SAN LUIS,Libertador Grl. San Martín,El Puesto,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
SAN LUIS,OTROS,OTROS,Sin datos,- 0,- 0,- 0,- 0,14.070,- 0,- 0,- 0,14.070,
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,624,618,2,1,1,1,- 0,62,1.309,
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,738,- 0,4,- 0,1,2,- 0,- 0,745,
SANTA CRUZ,Deseado,Caleta Olivia,78014010,- 0,8.280,- 0,720,2,5,- 0,507,9.514,
SANTA CRUZ,Deseado,Cañadón Seco,78014020,- 0,- 0,- 0,2,- 0,3,- 0,118,123,
SANTA CRUZ,Deseado,Jaramillo,78014040,- 0,- 0,- 0,- 0,- 0,2,- 0,86,88,
SANTA CRUZ,Deseado,Las Heras,78014060,- 0,- 0,- 0,2.303,1,1,- 0,1.135,3.440,
SANTA CRUZ,Deseado,Pico Truncado,78014070,- 0,- 0,- 0,2.846,1,2,- 0,1.068,3.917,
SANTA CRUZ,Deseado,Puerto Deseado,78014080,1.473,- 0,9,- 0,1,12,- 0,- 0,1.495,
SANTA CRUZ,Deseado,Tellier,78014090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,- 0,- 0,- 0,10,6,1,- 0,195,212,
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.971,9.772,178,736,2,13,- 0,- 0,14.672,
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,259,- 0,- 0,- 0,1,1,- 0,- 0,261,
SANTA CRUZ,Lago Argentino,El Calafate,78028010,2.595,- 0,- 0,3.717,1,7,- 0,618,6.938,
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,- 0,- 0,- 0,431,1,3,- 0,2,437,
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,- 0,- 0,2,- 0,1,6,- 0,30,39,
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,- 0,2.600,8,- 0,101,3,- 0,- 0,2.712,
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,877,2.150,1,- 0,1,8,- 0,153,3.190,
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,- 0,- 0,- 0,- 0,1,5,- 0,- 0,6,
SANTA FE,9 de Julio,Esteban Rams,82077010,- 0,- 0,- 0,- 0,- 0,2,- 0,35,37,
SANTA FE,9 de Julio,Gato Colorado,82077020,- 0,- 0,- 0,- 0,- 0,4,- 0,- 0,4,
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,- 0,- 0,- 0,- 0,- 0,3,- 0,144,147,
SANTA FE,9 de Julio,Logroño,82077040,1,- 0,- 0,- 0,- 0,- 0,- 0,47,48,
SANTA FE,9 de Julio,Montefiore,82077050,- 0,- 0,- 0,- 0,- 0,1,- 0,17,18,
SANTA FE,9 de Julio,Pozo Borrado,82077060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,127,127,
SANTA FE,9 de Julio,San Bernardo,82077065,- 0,- 0,- 0,- 0,- 0,- 0,- 0,109,109,
SANTA FE,9 de Julio,Santa Margarita,82077070,- 0,- 0,- 0,- 0,- 0,5,- 0,96,101,
SANTA FE,9 de Julio,Tostado,82077080,1.328,6,- 0,- 0,- 0,2,- 0,1.752,3.088,
SANTA FE,9 de Julio,Villa Minetti,82077090,- 0,- 0,- 0,- 0,- 0,5,- 0,264,269,
SANTA FE,Belgrano,Armstrong,82007010,1.343,- 0,- 0,99,- 0,- 0,- 0,38,1.480,
SANTA FE,Belgrano,Bouquet,82007020,388,- 0,- 0,- 0,- 0,- 0,- 0,1,389,
SANTA FE,Belgrano,Las Parejas,82007030,1.445,154,- 0,- 0,- 0,- 0,- 0,124,1.723,
SANTA FE,Belgrano,Las Rosas,82007040,1.413,2.308,- 0,225,- 0,- 0,- 0,33,3.979,
SANTA FE,Belgrano,Montes de Oca,82007050,591,- 0,- 0,- 0,168,1,- 0,43,803,
SANTA FE,Belgrano,Tortugas,82007060,177,- 0,- 0,- 0,- 0,1,- 0,- 0,178,
SANTA FE,Caseros,Arequito,82014010,81,2.241,- 0,- 0,- 0,- 0,- 0,- 0,2.322,
SANTA FE,Caseros,Arteaga,82014020,78,868,- 0,- 0,- 0,- 0,- 0,87,1.033,
SANTA FE,Caseros,Beravebú,82014030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,346,346,
SANTA FE,Caseros,Bigand,82014040,590,1.065,- 0,- 0,- 0,- 0,- 0,- 0,1.655,
SANTA FE,Caseros,Casilda,82014050,4.432,1.710,- 0,895,- 0,- 0,- 0,1.129,8.166,
SANTA FE,Caseros,Chabás,82014060,645,- 0,- 0,- 0,850,- 0,- 0,13,1.508,
SANTA FE,Caseros,Chañar Ladeado,82014070,84,808,- 0,401,- 0,- 0,- 0,- 0,1.293,
SANTA FE,Caseros,Gödeken,82014080,- 0,531,- 0,1,- 0,- 0,- 0,- 0,532,
SANTA FE,Caseros,Los Molinos,82014090,34,507,- 0,- 0,- 0,- 0,- 0,- 0,541,
SANTA FE,Caseros,Los Nogales,82014100,- 0,44,- 0,- 0,- 0,- 0,- 0,- 0,44,
SANTA FE,Caseros,Los Quirquinchos,82014110,- 0,- 0,- 0,- 0,2,- 0,- 0,778,780,
SANTA FE,Caseros,San José de la Esquina,82014120,142,1.976,- 0,- 0,- 0,- 0,- 0,1,2.119,
SANTA FE,Caseros,Sanford,82014130,88,- 0,- 0,378,- 0,- 0,- 0,- 0,466,
SANTA FE,Caseros,Villada,82014140,109,1,- 0,- 0,5,- 0,- 0,- 0,115,
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,32,- 0,- 0,662,- 0,- 0,- 0,62,756,
SANTA FE,Castellanos,Angélica,82021020,600,- 0,- 0,- 0,- 0,- 0,- 0,9,609,
SANTA FE,Castellanos,Ataliva,82021030,295,10,- 0,89,- 0,- 0,- 0,183,577,
SANTA FE,Castellanos,Aurelia,82021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
SANTA FE,Castellanos,Bauer y Sigel,82021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,- 0,- 0,
SANTA FE,Castellanos,Bella Italia,82021070,42,316,- 0,2,- 0,- 0,- 0,4,364,
SANTA FE,Castellanos,Castellanos,82021080,- 0,1,- 0,- 0,- 0,- 0,- 0,5,6,
SANTA FE,Castellanos,Colonia Bicha,82021090,72,- 0,- 0,138,- 0,- 0,- 0,- 0,210,
SANTA FE,Castellanos,Colonia Cello,82021100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
SANTA FE,Castellanos,Colonia Margarita,82021110,- 0,10,- 0,- 0,- 0,- 0,- 0,- 0,10,
SANTA FE,Castellanos,Colonia Raquel,82021120,31,- 0,- 0,185,- 0,- 0,- 0,3,219,
SANTA FE,Castellanos,Coronel Fraga,82021130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
SANTA FE,Castellanos,Esmeralda,82021150,- 0,82,- 0,- 0,- 0,- 0,- 0,- 0,82,
SANTA FE,Castellanos,Estación Clucellas,82021160,- 0,179,- 0,- 0,- 0,- 0,- 0,4,183,
SANTA FE,Castellanos,Estación Saguier,82021170,- 0,11,- 0,- 0,- 0,- 0,- 0,3,14,
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,- 0,- 0,130,- 0,- 0,- 0,- 0,157,
SANTA FE,Castellanos,Eustolia,82021190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
SANTA FE,Castellanos,Humberto Primo,82021220,215,53,- 0,33,- 0,- 0,- 0,272,573,
SANTA FE,Castellanos,Josefina,82021230,29,77,- 0,- 0,- 0,- 0,- 0,1,107,
SANTA FE,Castellanos,Lehmann,82021240,200,376,- 0,183,- 0,- 0,- 0,- 0,759,
SANTA FE,Castellanos,María Juana,82021250,788,81,- 0,620,- 0,- 0,- 0,60,1.549,
SANTA FE,Castellanos,Plaza Clucellas,82021270,46,283,- 0,- 0,- 0,- 0,- 0,- 0,329,
SANTA FE,Castellanos,Plaza Saguier,82021280,- 0,51,- 0,- 0,- 0,- 0,- 0,- 0,51,
SANTA FE,Castellanos,Presidente Roca,82021290,- 0,137,- 0,1,- 0,- 0,- 0,5,143,
SANTA FE,Castellanos,Pueblo Marini,82021300,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
SANTA FE,Castellanos,Rafaela,82021310,3.266,22.600,- 0,4.231,6,2,- 0,1.497,31.602,
SANTA FE,Castellanos,Ramona,82021320,1,- 0,- 0,- 0,- 0,- 0,- 0,327,328,
SANTA FE,Castellanos,San Antonio,82021330,- 0,10,- 0,- 0,- 0,- 0,- 0,59,69,
SANTA FE,Castellanos,San Vicente,82021340,770,1.334,- 0,- 0,- 0,- 0,- 0,42,2.146,
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,178,107,- 0,- 0,- 0,- 0,- 0,218,503,
SANTA FE,Castellanos,Sunchales,82021360,1.208,21,1,6.364,- 0,- 0,- 0,67,7.661,
SANTA FE,Castellanos,Susana,82021370,- 0,- 0,- 0,276,- 0,- 0,- 0,78,354,
SANTA FE,Castellanos,Tacural,82021380,437,- 0,- 0,467,- 0,- 0,- 0,- 0,904,
SANTA FE,Castellanos,Vila,82021390,419,- 0,- 0,- 0,- 0,- 0,- 0,- 0,419,
SANTA FE,Castellanos,Villa San José,82021410,- 0,53,- 0,- 0,- 0,- 0,- 0,31,84,
SANTA FE,Castellanos,Virginia,82021420,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
SANTA FE,Castellanos,Zenón Pereyra,82021430,- 0,53,- 0,- 0,- 0,- 0,- 0,- 0,53,
SANTA FE,Castellanos,Frontera,82021200,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
SANTA FE,Constitución,Alcorta,82028010,220,1.261,- 0,550,- 0,- 0,- 0,353,2.384,
SANTA FE,Constitución,Bombal,82028040,495,246,- 0,200,- 0,- 0,- 0,- 0,941,
SANTA FE,Constitución,Empalme Villa Constitución,82028070,723,- 0,- 0,- 0,- 0,- 0,- 0,- 0,723,
SANTA FE,Constitución,Godoy,82028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,150,150,
SANTA FE,Constitución,Juan B. Molina,82028110,350,- 0,- 0,- 0,- 0,- 0,- 0,1,351,
SANTA FE,Constitución,Juncal,82028120,334,- 0,- 0,- 0,- 0,- 0,- 0,- 0,334,
SANTA FE,Constitución,La Vanguardia,82028130,- 0,- 0,- 0,86,- 0,- 0,- 0,- 0,86,
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,647,321,- 0,- 0,- 0,- 0,- 0,252,1.220,
SANTA FE,Constitución,Pavón,82028150,121,- 0,- 0,- 0,- 0,- 0,- 0,- 0,121,
SANTA FE,Constitución,Pavón Arriba,82028160,- 0,- 0,- 0,387,- 0,- 0,- 0,25,412,
SANTA FE,Constitución,Rueda,82028180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
SANTA FE,Constitución,Santa Teresa,82028190,184,296,- 0,656,- 0,- 0,- 0,101,1.237,
SANTA FE,Constitución,Sargento Cabral,82028200,- 0,- 0,- 0,326,- 0,- 0,- 0,102,428,
SANTA FE,Constitución,Villa Constitución,82028230,5.626,1.875,- 0,6,- 0,- 0,- 0,1.355,8.862,
SANTA FE,Constitución,Peyrano,82028170,- 0,670,- 0,- 0,- 0,- 0,- 0,- 0,670,
SANTA FE,Constitución,Cepeda,82028060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,25,25,
SANTA FE,Garay,Cayastá,82035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,428,428,
SANTA FE,Garay,Helvecia,82035020,- 0,440,- 0,- 0,- 0,- 0,- 0,205,645,
SANTA FE,Garay,Saladero Mariano Cabal,82035040,- 0,- 0,- 0,- 0,- 0,1,- 0,37,38,
SANTA FE,Garay,Santa Rosa de Calchines,82035050,80,941,- 0,- 0,- 0,- 0,- 0,- 0,1.021,
SANTA FE,Garay,Los Zapallos,82035030,- 0,67,- 0,- 0,67,- 0,- 0,- 0,134,
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36,
SANTA FE,General López,Amenábar,82042020,169,- 0,- 0,- 0,- 0,- 0,- 0,80,249,
SANTA FE,General López,Cafferata,82042030,246,- 0,- 0,1,- 0,- 0,- 0,- 0,247,
SANTA FE,General López,Cañada del Ucle,82042040,222,- 0,- 0,- 0,- 0,- 0,- 0,200,422,
SANTA FE,General López,Carmen,82042050,- 0,- 0,- 0,- 0,40,- 0,- 0,100,140,
SANTA FE,General López,Carreras,82042060,- 0,1,- 0,- 0,- 0,- 0,- 0,274,275,
SANTA FE,General López,Chapuy,82042070,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1,
SANTA FE,General López,Chovet,82042080,- 0,1,- 0,- 0,- 0,1,- 0,- 0,2,
SANTA FE,General López,Christophersen,82042090,- 0,- 0,- 0,15,- 0,- 0,- 0,78,93,
SANTA FE,General López,Diego de Alvear,82042100,206,- 0,- 0,64,- 0,- 0,- 0,108,378,
SANTA FE,General López,Elortondo,82042110,518,- 0,- 0,- 0,- 0,- 0,- 0,- 0,518,
SANTA FE,General López,Firmat,82042120,349,1.798,- 0,3.067,- 0,- 0,- 0,- 0,5.214,
SANTA FE,General López,Hughes,82042130,- 0,- 0,- 0,1.190,- 0,- 0,- 0,- 0,1.190,
SANTA FE,General López,La Chispa,82042140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,71,71,
SANTA FE,General López,Maggiolo,82042170,80,- 0,- 0,- 0,- 0,- 0,- 0,53,133,
SANTA FE,General López,María Teresa,82042180,34,1.012,- 0,- 0,1,- 0,- 0,30,1.077,
SANTA FE,General López,Melincué (Est. San Urbano),82042190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,201,201,
SANTA FE,General López,Miguel Torres,82042200,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1,
SANTA FE,General López,Murphy,82042210,- 0,- 0,- 0,717,- 0,- 0,- 0,- 0,717,
SANTA FE,General López,Rufino,82042220,1.618,- 0,- 0,5.089,- 0,- 0,- 0,- 0,6.707,
SANTA FE,General López,San Eduardo,82042230,205,- 0,- 0,84,- 0,- 0,- 0,- 0,289,
SANTA FE,General López,San Francisco de Santa Fe,82042240,- 0,- 0,- 0,45,- 0,1,- 0,- 0,46,
SANTA FE,General López,San Gregorio,82042250,43,- 0,- 0,1.013,- 0,- 0,- 0,118,1.174,
SANTA FE,General López,Sancti Spiritu,82042260,320,- 0,- 0,- 0,- 0,1,- 0,707,1.028,
SANTA FE,General López,Santa Isabel,82042270,256,- 0,- 0,923,- 0,1,- 0,- 0,1.180,
SANTA FE,General López,Teodelina,82042280,- 0,935,- 0,- 0,- 0,- 0,- 0,165,1.100,
SANTA FE,General López,Venado Tuerto,82042290,2.981,22.834,- 0,122,380,1,- 0,80,26.398,
SANTA FE,General López,Villa Cañás,82042300,783,1.195,- 0,349,4,- 0,- 0,211,2.542,
SANTA FE,General López,Wheelwright,82042310,- 0,- 0,- 0,1.374,3,1,- 0,15,1.393,
SANTA FE,General López,Labordeboy,82042150,215,- 0,- 0,- 0,- 0,- 0,- 0,- 0,215,
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,3,345,- 0,3.070,750,- 0,- 0,1.141,5.309,
SANTA FE,General Obligado,Berna,82049030,- 0,- 0,- 0,- 0,10,- 0,- 0,48,58,
SANTA FE,General Obligado,El Araza,82049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,126,126,
SANTA FE,General Obligado,El Rabón,82049050,- 0,65,- 0,- 0,- 0,1,- 0,80,146,
SANTA FE,General Obligado,Florencia,82049060,275,136,- 0,- 0,- 0,1,- 0,146,558,
SANTA FE,General Obligado,Guadalupe Norte,82049070,92,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92,
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,- 0,- 0,- 0,- 0,- 0,1,- 0,85,86,
SANTA FE,General Obligado,La Isleta,82049090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA FE,General Obligado,La Sarita,82049100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,85,85,
SANTA FE,General Obligado,Las Garzas,82049120,91,- 0,- 0,- 0,- 0,- 0,- 0,- 0,91,
SANTA FE,General Obligado,Las Toscas,82049130,609,1.045,- 0,79,- 0,1,- 0,462,2.196,
SANTA FE,General Obligado,Los Laureles,82049140,- 0,- 0,- 0,- 0,20,- 0,- 0,- 0,20,
SANTA FE,General Obligado,Malabrigo,82049150,674,924,- 0,- 0,160,- 0,- 0,91,1.849,
SANTA FE,General Obligado,Paraje San Manuel,82049160,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA FE,General Obligado,Reconquista,82049180,2.167,18.074,1,2.190,800,1,- 0,2.839,26.072,
SANTA FE,General Obligado,San Antonio de Obligado,82049190,125,132,- 0,- 0,- 0,6,- 0,5,268,
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,103,115,- 0,- 0,- 0,- 0,- 0,3,221,
SANTA FE,General Obligado,Villa Ana,82049210,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA FE,General Obligado,Villa Guillermina,82049220,220,173,- 0,- 0,- 0,1,- 0,15,409,
SANTA FE,General Obligado,Villa Ocampo,82049230,2.009,- 0,- 0,- 0,1.080,1,- 0,- 0,3.090,
SANTA FE,General Obligado,Lanteri,82049110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,300,300,
SANTA FE,General Obligado,Arroyo Ceibal,82049010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,108,108,
SANTA FE,Iriondo,Barrio Cicarelli,82056010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
SANTA FE,Iriondo,Bustinza,82056020,237,- 0,- 0,6,- 0,- 0,- 0,90,333,
SANTA FE,Iriondo,Cañada de Gómez,82056030,1.371,6.890,- 0,335,4,- 0,- 0,411,9.011,
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,456,17,- 0,- 0,- 0,1,- 0,- 0,474,
